FBgn0000008	Q9W283
FBgn0052026	Q8T0R3
FBgn0052029	Q9VSN3
FBgn0052036	Q9VT02
FBgn0052037	Q95RP1
FBgn0052039	Q8IQC6
FBgn0052040	Q8IQC7
FBgn0052053	Q9VT79
FBgn0052054	Q8IQE0
FBgn0052055	Q9VT89
FBgn0052056	Q9VT88
FBgn0052057	Q9VT83
FBgn0052058	Q8IQE2
FBgn0052061	Q9VT96
FBgn0052062	M9NFQ7
FBgn0052064	Q95R35
FBgn0052066	Q7K1H0
FBgn0052068	Q6AWN0
FBgn0052069	Q9VTE1
FBgn0052071	Q9VTF1
FBgn0052072	Q5JZZ4
FBgn0052073	Q9VTF2
FBgn0052074	Q8IQE7
FBgn0052075	Q8SZY9
FBgn0052076	Q8T8L8
FBgn0052079	Q9VTD5
FBgn0052081	Q8IQF3
FBgn0052082	Q8IQE6
FBgn0052085	Q9VTL8
FBgn0052086	Q8IQG0
FBgn0052087	Q8MR82
FBgn0052088	Q9VTM9
FBgn0052091	Q9VTL3
FBgn0052095	Q95U65
FBgn0052099	Q8SXB3
FBgn0052100	Q9VTV7
FBgn0052102	Q8MYZ2
FBgn0052103	Q0E8F2
FBgn0052104	Q9VTX1
FBgn0052105	Q9VTW5
FBgn0052106	Q8IQI2
FBgn0052107	M9PCC8
FBgn0052109	Q9VU04
FBgn0052110	Q8IQH8
FBgn0052112	Q8IQI5
FBgn0052113	Q9VU08
FBgn0052115	Q8I0T1
FBgn0052117	Q8IQJ2
FBgn0052119	Q8IQJ8
FBgn0052121	Q8IQJ5
FBgn0052133	Q9VUB7
FBgn0052137	Q8SWR2
FBgn0052141	Q8IQL2
FBgn0052150	Q9VUU9
FBgn0052152	X2JB47
FBgn0052161	Q8IQP0
FBgn0052163	Q8IQP3
FBgn0052170	Q8I0S2
FBgn0052174	Q9VVG6
FBgn0052176	Q9VVG9
FBgn0052177	Q9VVJ5
FBgn0052179	Q9VVJ6
FBgn0052181	Q8MSM7
FBgn0052182	Q8IQR2
FBgn0052183	Q9VVK3
FBgn0052185	Q8IQR7
FBgn0052187	Q9VVK9
FBgn0052188	Q8SXZ5
FBgn0052189	Q8SXZ5
FBgn0052190	Q9VVK7
FBgn0052191	Q8IQS4
FBgn0052192	Q8IQR9
FBgn0052195	Q8IQS5
FBgn0052196	Q8IQT0
FBgn0052198	Q8IQS8
FBgn0052199	Q9VVQ9
FBgn0052201	Q8IQS7
FBgn0052202	Q4V604
FBgn0052203	Q3HKQ3
FBgn0052204	A0A6M3Q9R8
FBgn0052206	R9PY60
FBgn0052208	Q8IQU7
FBgn0052212	Q8IQU5
FBgn0052213	Q8IQU6
FBgn0052214	Q8IQU8
FBgn0052219	Q8MSL7
FBgn0052220	Q8IQV0
FBgn0052221	Q8IQV2
FBgn0052225	Q8IQV4
FBgn0052227	Q9VWA7
FBgn0052228	Q9VWA5
FBgn0052230	Q8SYJ2
FBgn0052232	Q8IRA1
FBgn0052237	Q9VZ79
FBgn0052238	Q9VZ97
FBgn0052240	Q8I0L0
FBgn0052241	Q8IRB3
FBgn0052243	Q8MZ22
FBgn0052246	Q8IRA7
FBgn0052248	Q8IRB1
FBgn0052249	Q8IRB2
FBgn0052250	Q9VZD9
FBgn0052251	Q8IRB5
FBgn0052255	P83297
FBgn0052259	Q4QQ81
FBgn0052260	Q8IRB8
FBgn0052262	Q9VZM6
FBgn0052263	Q8IRC8
FBgn0052264	Q9VZN0
FBgn0052266	Q8MSE9
FBgn0052267	Q8IRD0
FBgn0052268	Q9VZQ4
FBgn0052269	Q8SYS8
FBgn0052270	Q8IRE0
FBgn0052271	Q8IRE2
FBgn0052274	Q9VZQ5
FBgn0052277	Q8IRE1
FBgn0052278	Q9VZU0
FBgn0052279	Q7YXH9
FBgn0052280	Q8IRE5
FBgn0052281	Q8IRE4
FBgn0052282	Q8IRD6
FBgn0052283	Q8IRD7
FBgn0052284	Q8MS92
FBgn0052296	B7Z043
FBgn0052298	Q8IRF1
FBgn0052299	Q8IRF2
FBgn0052301	Q9W037
FBgn0052302	Q9W030
FBgn0052304	Q8IRF4
FBgn0052305	Q8IRF5
FBgn0052311	M9PBJ1
FBgn0052313	M9PBI0
FBgn0052318	Q7KVC2
FBgn0052319	Q8IRH2
FBgn0052320	Q8IRH3
FBgn0052333	M9PGQ5
FBgn0052343	M9NFF9
FBgn0052344	Q8SY39
FBgn0052350	Q8SX81
FBgn0052351	Q9VSM7
FBgn0052354	Q9VSK1
FBgn0052364	Q8IQA2
FBgn0052365	Q9VSB3
FBgn0052369	Q9VSB2
FBgn0052371	Q8IQA0
FBgn0052373	Q8SYF5
FBgn0052374	Q9VS87
FBgn0052376	Q8IQ89
FBgn0052379	Q9VS65
FBgn0052380	Q9VS60
FBgn0052382	Q9VS71
FBgn0052383	Q8IQ79
FBgn0052391	E1JI53
FBgn0052392	Q9VRY7
FBgn0052396	Q9VRX3
FBgn0052404	Q9VRU7
FBgn0052405	Q8I0P8
FBgn0052406	Q9VRS2
FBgn0052407	Q9VRR3
FBgn0052409	Q8I937
FBgn0052412	Q9VRQ9
FBgn0052413	Q8I936
FBgn0052418	Q8SWS7
FBgn0052423	Q8MSV2
FBgn0052425	Q9VPD7
FBgn0052428	C0PV00
FBgn0052432	Q9VPA1
FBgn0052436	Q9VP43
FBgn0052437	Q9VP41
FBgn0052438	Q8IPT2
FBgn0052440	Q8IPT5
FBgn0052441	Q8IPT0
FBgn0052442	Q8SYH1
FBgn0052445	Q8MR63
FBgn0052446	M9PD88
FBgn0052447	Q8MQZ8
FBgn0052448	Q8IPS9
FBgn0052450	Q8MRL1
FBgn0052451	M9PG15
FBgn0052452	Q960E9
FBgn0052453	Q9VNS7
FBgn0052457	E2QCY3
FBgn0052459	Q9VNQ6
FBgn0052461	Q8IPS1
FBgn0052462	Q8IPS5
FBgn0052463	Q8IPZ0
FBgn0052473	Q8INH6
FBgn0052475	Q9W0V7
FBgn0052476	Q8SYV9
FBgn0052479	Q9W0L7
FBgn0052483	Q8IRI8
FBgn0052484	Q9VZW0
FBgn0052485	Q8I941
FBgn0052487	Q9VZW4
FBgn0052488	Q8SXC9
FBgn0052495	Q86B44
FBgn0052499	Q9VR69
FBgn0052506	Q8IQ30
FBgn0052507	R9PY48
FBgn0052512	Q9VRE4
FBgn0052521	Q9VRF7
FBgn0052523	Q8IQ51
FBgn0052528	Q9VWD0
FBgn0052529	Q9VWC0
FBgn0052532	Q9VWH1
FBgn0052533	Q9VWI5
FBgn0052536	Q9VWJ3
FBgn0052537	Q8IQX0
FBgn0052544	Q8IQX3
FBgn0052547	Q59E37
FBgn0052548	Q9VWU6
FBgn0052549	Q9VWV5
FBgn0052551	Q8IQY1
FBgn0052554	Q8IQZ4
FBgn0052557	Q9VX11
FBgn0052563	Q9VX72
FBgn0052564	Q8IR01
FBgn0052568	Q9VXB7
FBgn0052569	Q8IR09
FBgn0052570	Q8IR10
FBgn0052571	Q8IR11
FBgn0052572	Q9VXB8
FBgn0052573	Q9VXD7
FBgn0052574	Q8IR08
FBgn0052576	Q59E43
FBgn0052579	M9PHA4
FBgn0052580	Q8IR22
FBgn0052581	Q8IR26
FBgn0052588	Q8T8R7
FBgn0052590	Q8IR45
FBgn0052591	Q8IR43
FBgn0052594	Q9VXZ3
FBgn0052598	Q8IR50
FBgn0052600	Q9VY33
FBgn0052601	B6VQA0
FBgn0052602	Q8IR52
FBgn0052603	Q8IR57
FBgn0052625	Q8IR64
FBgn0052626	X2JEY5
FBgn0052631	Q9VYB9
FBgn0052633	Q960J9
FBgn0052638	Q8IR72
FBgn0052639	Q8IR70
FBgn0052640	Q8I079
FBgn0052641	Q8I079
FBgn0052642	Q8IR75
FBgn0052643	Q8IR73
FBgn0052644	Q8IR74
FBgn0052645	Q9VYG5
FBgn0052647	Q9VYJ3
FBgn0052649	Q9VYI6
FBgn0052650	Q9VYI7
FBgn0052651	Q8IR82
FBgn0052654	X2JEM2
FBgn0052655	Q8IR83
FBgn0052656	X2JBD0
FBgn0052666	Q0KHT7
FBgn0052667	Q8IR95
FBgn0052668	Q8IR94
FBgn0052669	P83740
FBgn0052670	Q8IR98
FBgn0052671	Q9VZ47
FBgn0052672	Q9W2S2
FBgn0052673	Q8IRK8
FBgn0052675	Q9W2S1
FBgn0052676	Q8SXD4
FBgn0052677	Q9W2S5
FBgn0052679	Q8IRL3
FBgn0052681	Q8IRL0
FBgn0052683	Q9W2V2
FBgn0052685	M9NGY4
FBgn0052686	Q8IRL2
FBgn0052687	Q9W2U2
FBgn0052693	Q8IRL8
FBgn0052694	Q9W2Z7
FBgn0052695	Q9W312
FBgn0052698	Q9W316
FBgn0052699	Q0KHU5
FBgn0052702	Q9W332
FBgn0052703	Q9W354
FBgn0052704	Q9W365
FBgn0052706	Q8IRM9
FBgn0052707	Q9W395
FBgn0052708	Q9W394
FBgn0052712	Q8IRN4
FBgn0052713	Q8IRN3
FBgn0052718	M9PHC0
FBgn0052719	Q8IRP4
FBgn0052720	Q8IRP3
FBgn0052726	Q8IRP5
FBgn0052732	Q9W3U1
FBgn0052736	Q9W3T5
FBgn0052750	P83548
FBgn0052751	Q8IRR1
FBgn0052755	Q8IRR3
FBgn0052756	Q95RH3
FBgn0052758	Q9W486
FBgn0052762	Q8IRR6
FBgn0052767	Q9W4E8
FBgn0052772	Q9W4F9
FBgn0052774	Q9W4M2
FBgn0052783	Q8IRS9
FBgn0052786	Q8IRT0
FBgn0052791	Q9W4R3
FBgn0052792	Q0KHW3
FBgn0052793	Q9W4V0
FBgn0052797	Q8IRW0
FBgn0052801	Q9W545
FBgn0052803	M9PIQ9
FBgn0052806	Q8IRX1
FBgn0052808	Q8IRX5
FBgn0052811	R9PY44
FBgn0052813	A0A6H2EFE9
FBgn0052814	E4NKK8
FBgn0052815	Q8IRY5
FBgn0052816	Q8IRY9
FBgn0052817	Q8IRY8
FBgn0052819	Q8I0K9
FBgn0052820	Q8I0K9
FBgn0052823	Q8IRZ3
FBgn0052829	Q8IPI9
FBgn0052831	Q8IPA8
FBgn0052832	Q8INZ7
FBgn0052833	Q8MLS8
FBgn0052834	A0A0B4JCV5
FBgn0052843	A0A0B4KF12
FBgn0052845	Q8IRJ5
FBgn0052846	M9MSK1
FBgn0052847	Q8IQM1
FBgn0052850	Q8SX35
FBgn0052855	Q8INC0
FBgn0052856	Q8INC7
FBgn0052857	Q8SY96
FBgn0052939	Q9I7K4
FBgn0052944	Q9VN23
FBgn0052945	Q86BB7
FBgn0052971	Q86BK9
FBgn0052982	E1JHC2
FBgn0052983	Q9VLH6
FBgn0052984	Q86BL8
FBgn0052985	Q86BL9
FBgn0052986	Q86BM4
FBgn0052987	Q86BM3
FBgn0052988	Q86BM2
FBgn0053002	Q86BM8
FBgn0053003	B7Z017
FBgn0053012	A1Z8X9
FBgn0053017	A1ZAC8
FBgn0053051	Q86BI8
FBgn0053052	Q8IQQ4
FBgn0053054	Q8IPU1
FBgn0053056	Q961L8
FBgn0053057	Q86BH3
FBgn0053060	Q86BI5
FBgn0053061	Q86BI6
FBgn0053062	Q8MQY0
FBgn0053080	Q9W490
FBgn0053082	Q86B65
FBgn0053087	A0A0B4KFD1
FBgn0053092	Q8T0Q8
FBgn0053093	Q86B82
FBgn0053094	A0A0B4KH28
FBgn0053095	Q9VBX7
FBgn0053096	A0A4D6K2Q0
FBgn0053098	Q9VG88
FBgn0053099	Q86B83
FBgn0053100	E1JIV5
FBgn0053105	Q86BA5
FBgn0053107	Q9VCY2
FBgn0053108	Q9VCE8
FBgn0053109	Q9VFL9
FBgn0053110	Q9VCY5
FBgn0053111	Q9VCH2
FBgn0053113	E1JHT6
FBgn0053116	Q9VIU4
FBgn0053117	Q8INV7
FBgn0053120	Q9VJ41
FBgn0053121	Q9VLV3
FBgn0053124	Q9VQ85
FBgn0053125	Q86BM7
FBgn0053126	M9PBN2
FBgn0053127	Q86B58
FBgn0053128	Q9VQ12
FBgn0053129	Q9VKM7
FBgn0053136	A0A0B4LG03
FBgn0053137	A1Z993
FBgn0053138	A1Z992
FBgn0053140	Q7JRQ1
FBgn0053143	Q9W233
FBgn0053144	Q7JR34
FBgn0053145	A1Z8R6
FBgn0053147	Q8MRE7
FBgn0053155	Q0E985
FBgn0053156	A1Z9F4
FBgn0053158	Q9VV61
FBgn0053159	Q9VZT0
FBgn0053160	Q9VZS9
FBgn0053169	Q8SY72
FBgn0053170	Q86BG3
FBgn0053172	Q86B53
FBgn0053177	Q86B54
FBgn0053178	X2JF29
FBgn0053179	Q9VJF7
FBgn0053180	Q9GQN0
FBgn0053181	A8JV32
FBgn0053182	Q9V6L0
FBgn0053189	Q86BA8
FBgn0053191	Q961W9
FBgn0053192	Q8I9B4
FBgn0053193	Q9VCR6
FBgn0053194	Q8T0X8
FBgn0053196	M9PB30
FBgn0053198	Q86BE9
FBgn0053199	A1Z7L4
FBgn0053200	Q9N2P6
FBgn0053202	Q8MRE6
FBgn0053203	B7Z0R3
FBgn0053207	Q8MY02
FBgn0053208	Q86BA1
FBgn0053213	Q9VAY8
FBgn0053217	Q8MS38
FBgn0053223	Q7KVT0
FBgn0053225	A0A0B4LG43
FBgn0053229	Q95RM0
FBgn0053230	Q7KVB0
FBgn0053233	Q86NP5
FBgn0053234	A8JNI7
FBgn0053236	Q7KV12
FBgn0053237	Q7KV13
FBgn0053238	Q7KV14
FBgn0053239	Q7KV15
FBgn0053240	Q7KV12
FBgn0053241	Q7KV15
FBgn0053242	Q7KV18
FBgn0053243	Q7KV19
FBgn0053244	Q7KV12
FBgn0053245	Q7KV12
FBgn0053246	Q7KV22
FBgn0053247	Q7KV23
FBgn0053252	Q7KUX0
FBgn0053257	Q7KUP8
FBgn0053258	Q2PDZ1
FBgn0053260	Q0E8E7
FBgn0053262	Q7KUI9
FBgn0053263	Q7KUJ0
FBgn0053265	Q7KUI0
FBgn0053267	Q7KUG7
FBgn0053269	Q7KUG2
FBgn0053270	Q7KUG3
FBgn0053271	Q7KUG4
FBgn0053272	Q7KUG8
FBgn0053276	Q7KU86
FBgn0053278	Q8SY49
FBgn0053281	Q8IPZ9
FBgn0053282	Q9VQP0
FBgn0053284	Q7KTX0
FBgn0053285	Q7KTX1
FBgn0053286	Q7KTX4
FBgn0053287	B7Z095
FBgn0053288	Q7KTW3
FBgn0053289	Q7KTW2
FBgn0053290	Q7KTW1
FBgn0053293	Q95TA8
FBgn0053296	Q7KTJ8
FBgn0053299	Q7KTG1
FBgn0053300	Q7KTF6
FBgn0053301	Q9VL46
FBgn0053302	Q8IPD5
FBgn0053303	Q76NQ0
FBgn0053306	Q7KTA2
FBgn0053307	Q961T9
FBgn0053309	Q7KT81
FBgn0053310	Q7KT77
FBgn0053322	Q7KT15
FBgn0053325	Q7KSU5
FBgn0053329	Q7KSK1
FBgn0053333	Q7KSF2
FBgn0053337	Q7KS40
FBgn0053339	Q9VC85
FBgn0053340	Q8IMW8
FBgn0053341	Q7KS23
FBgn0053346	Q7KRX0
FBgn0053348	Q3ZAK6
FBgn0053349	A1Z6S4
FBgn0053453	A1ZBI2
FBgn0053454	A1ZBI1
FBgn0053458	A1ZAG8
FBgn0053459	A1ZAG9
FBgn0053460	Q4V532
FBgn0053461	A1ZA41
FBgn0053462	A1ZA42
FBgn0053463	A1ZA59
FBgn0053465	A1ZA51
FBgn0053467	A0A0B4LFG8
FBgn0053468	A1Z9S4
FBgn0053469	A1Z9S3
FBgn0053470	C0HLZ9
FBgn0053474	A1Z891
FBgn0053475	A1Z887
FBgn0053476	A1Z886
FBgn0053477	A1Z885
FBgn0053481	A8DZ27
FBgn0053483	A0A0B4JDE6
FBgn0053489	Q7KUG5
FBgn0053490	Q8MST3
FBgn0053493	Q7KUE6
FBgn0053494	Q86P02
FBgn0053497	Q7KWG3
FBgn0053499	B5RJJ8
FBgn0053500	Q7KUG9
FBgn0053502	Q8SY96
FBgn0053503	Q7KR10
FBgn0053505	Q8MSW9
FBgn0053506	A1Z9W2
FBgn0053508	Q86LG9
FBgn0053509	Q59DY1
FBgn0053510	Q59DY2
FBgn0053511	Q59DY3
FBgn0053512	Q59DX6
FBgn0053513	Q9W581
FBgn0053514	Q6NLM7
FBgn0053516	Q59E13
FBgn0053517	Q8IS44
FBgn0053519	A8DYP0
FBgn0053523	M9PBR6
FBgn0053526	Q7KU01
FBgn0053527	Q6IGX9
FBgn0053530	Q6IGA4
FBgn0053531	Q59DZ7
FBgn0053532	Q59DY6
FBgn0053533	Q59DY5
FBgn0053542	Q59E38
FBgn0053543	Q59E14
FBgn0053544	A1ZAJ5
FBgn0053547	A0A0B4K6M2
FBgn0053548	O46040
FBgn0053552	Q59DY8
FBgn0053554	Q8I8U7
FBgn0053556	A8JNM1
FBgn0053557	Q59E67
FBgn0053558	A0A0B4JCZ8
FBgn0053626	A1Z8Z5
FBgn0053627	A1Z8Z6
FBgn0053630	Q4AB38
FBgn0053631	Q4AB37
FBgn0053632	Q0E9B1
FBgn0053635	Q6II06
FBgn0053639	Q9VWX4
FBgn0053640	Q4ABG1
FBgn0053641	Q4ABG0
FBgn0053642	Q4ABF9
FBgn0053643	Q4ABF8
FBgn0053644	Q4ABF7
FBgn0053645	Q4ABF6
FBgn0053647	Q4ABJ8
FBgn0053648	Q2MGK1
FBgn0053653	Q9NHE5
FBgn0053654	Q4AB39
FBgn0053658	Q4AB23
FBgn0053664	Q2MGP7
FBgn0053665	Q2MGP2
FBgn0053666	Q2MGP3
FBgn0053667	Q2MGP4
FBgn0053668	Q2MGP5
FBgn0053669	Q2MGP6
FBgn0053673	Q4ABI5
FBgn0053679	Q4ABF4
FBgn0053680	Q4ABK2
FBgn0053687	Q4ABJ3
FBgn0053688	Q4ABJ2
FBgn0053689	Q4ABJ1
FBgn0053690	Q4ABJ0
FBgn0053696	Q9VT27
FBgn0053700	Q4ABI6
FBgn0053702	Q4ABI7
FBgn0053703	Q4ABI8
FBgn0053704	Q4ABK3
FBgn0053710	Q4ABJ9
FBgn0053721	Q0KI29
FBgn0053723	Q4ABG8
FBgn0053725	Q4ABI9
FBgn0053752	A1Z922
FBgn0053757	A1Z7U8
FBgn0053758	A1Z7U7
FBgn0053764	Q2MGL5
FBgn0053766	Q4ABI0
FBgn0053767	Q4ABH9
FBgn0053768	Q4ABH8
FBgn0053769	Q4ABH7
FBgn0053770	Q4ABH6
FBgn0053771	Q4ABH5
FBgn0053772	Q4ABH4
FBgn0053773	Q4AB21
FBgn0053774	A1Z7U3
FBgn0053775	A1Z924
FBgn0053777	Q4ABK1
FBgn0053783	Q4AB36
FBgn0053784	Q4AB35
FBgn0053792	A1Z931
FBgn0053795	Q4ABJ4
FBgn0053796	Q4ABJ5
FBgn0053798	A1Z977
FBgn0053801	Q4ABE3
FBgn0053803	P02299
FBgn0053804	P02255
FBgn0053806	P02299
FBgn0053807	Q4ABD8
FBgn0053808	P84051
FBgn0053809	P02299
FBgn0053810	P02255
FBgn0053812	P02299
FBgn0053813	P02255
FBgn0053814	P84051
FBgn0053815	P02299
FBgn0053816	P02255
FBgn0053817	P84051
FBgn0053818	P02299
FBgn0053819	P02255
FBgn0053820	P84051
FBgn0053821	P02299
FBgn0053822	P02255
FBgn0053823	P84051
FBgn0053824	P02299
FBgn0053825	P02255
FBgn0053826	P84051
FBgn0053827	P02299
FBgn0053828	P02255
FBgn0053829	P84051
FBgn0053830	P02299
FBgn0053831	P02255
FBgn0053832	P84051
FBgn0053833	P02299
FBgn0053834	Q4AB94
FBgn0053835	P84051
FBgn0053836	P02299
FBgn0053837	P02255
FBgn0053838	P84051
FBgn0053839	P02299
FBgn0053840	P02255
FBgn0053841	P84051
FBgn0053842	P02299
FBgn0053843	P02255
FBgn0053844	P84051
FBgn0053845	P02299
FBgn0053846	P02255
FBgn0053847	P84051
FBgn0053848	P02299
FBgn0053849	P02255
FBgn0053850	P84051
FBgn0053851	P02299
FBgn0053852	P02255
FBgn0053853	Q4AB57
FBgn0053854	P02299
FBgn0053855	Q4AB54
FBgn0053856	Q4AB57
FBgn0053857	P02299
FBgn0053858	Q4AB54
FBgn0053859	Q4AB57
FBgn0053860	P02299
FBgn0053861	Q4AB54
FBgn0053862	P84051
FBgn0053863	P02299
FBgn0053864	P02255
FBgn0053865	P84051
FBgn0053866	P02299
FBgn0053868	P02283
FBgn0053869	P84040
FBgn0053870	P02283
FBgn0053871	P84040
FBgn0053872	P02283
FBgn0053873	P84040
FBgn0053874	P02283
FBgn0053875	P84040
FBgn0053876	P02283
FBgn0053877	P84040
FBgn0053878	P02283
FBgn0053879	P84040
FBgn0053880	P02283
FBgn0053881	P84040
FBgn0053882	P02283
FBgn0053883	P84040
FBgn0053884	P02283
FBgn0053885	P84040
FBgn0053886	P02283
FBgn0053887	P84040
FBgn0053888	P02283
FBgn0053889	P84040
FBgn0053890	P02283
FBgn0053891	P84040
FBgn0053892	P02283
FBgn0053893	P84040
FBgn0053894	P02283
FBgn0053895	P84040
FBgn0053896	P02283
FBgn0053897	P84040
FBgn0053898	P02283
FBgn0053899	P84040
FBgn0053900	P02283
FBgn0053901	P84040
FBgn0053902	P02283
FBgn0053903	P84040
FBgn0053904	P02283
FBgn0053905	P84040
FBgn0053906	P02283
FBgn0053907	P84040
FBgn0053908	P02283
FBgn0053909	P84040
FBgn0053910	P02283
FBgn0053912	Q4ABI1
FBgn0053914	A1Z6U0
FBgn0053919	A1Z6L8
FBgn0053920	Q4AB20
FBgn0053922	Q4ABI3
FBgn0053923	Q4ABI4
FBgn0053926	Q9VSZ0
FBgn0053927	Q4ABH2
FBgn0053928	Q4ABF1
FBgn0053958	A1ZB47
FBgn0053964	Q86NX3
FBgn0053965	Q2MGL9
FBgn0053966	Q2MGL8
FBgn0053969	Q8SX44
FBgn0053970	Q86P18
FBgn0053971	Q2MGM0
FBgn0053977	Q2PDR0
FBgn0053978	Q2PDM3
FBgn0053983	Q7KUN4
FBgn0053985	Q2PDY7
FBgn0053986	Q2PDY8
FBgn0053988	Q9I7V0
FBgn0053993	Q6NR09
FBgn0053995	Q2MGK7
FBgn0053998	Q6IG52
FBgn0054001	Q2PDX2
FBgn0054002	Q2PDZ4
FBgn0054003	Q2PDU0
FBgn0054005	Q6IG80
FBgn0054007	Q2PDS0
FBgn0054008	Q6IJL2
FBgn0054010	Q2PDV0
FBgn0054011	Q2PDV5
FBgn0054012	Q6ILD8
FBgn0054015	Q6IIA4
FBgn0054021	A1Z8X1
FBgn0054025	Q2PE06
FBgn0054026	Q2PE22
FBgn0054027	Q2PDQ0
FBgn0054028	Q6III4
FBgn0054029	Q6IGZ9
FBgn0054030	Q6ILN6
FBgn0054031	M9NDG6
FBgn0054033	Q6IGS3
FBgn0054034	E1JIS4
FBgn0054038	Q2PE11
FBgn0054039	A8E6W0
FBgn0054040	Q2PE19
FBgn0054041	Q2PDP5
FBgn0054043	Q0KIG0
FBgn0054045	A1ZBJ7
FBgn0054049	A8WHB7
FBgn0054051	Q6IH48
FBgn0054054	Q6IGP4
FBgn0054056	Q9W0L4
FBgn0054057	Q2PE08
FBgn0058002	Q7PL91
FBgn0058006	Q8SYC3
FBgn0058045	Q8SYG3
FBgn0058064	D2A6K3
FBgn0058160	Q95RS6
FBgn0058191	Q7PLT1
FBgn0058198	Q8SWU8
FBgn0058263	Q494G7
FBgn0058298	Q7PLK1
FBgn0058439	Q7PL72
FBgn0058470	Q7PLV6
FBgn0060296	Q9W0Y6
FBgn0061196	Q7KVW9
FBgn0061197	A1Z8W1
FBgn0061198	Q8MLQ0
FBgn0061200	Q9VXE6
FBgn0061209	P02283
FBgn0061356	A1Z8D3
FBgn0061359	Q7K2V9
FBgn0061360	A1Z933
FBgn0061361	Q8SYJ9
FBgn0061362	A1ZBX4
FBgn0061435	A0A4W0WZA6
FBgn0061469	Q9VTH1
FBgn0061476	Q9VA00
FBgn0061492	Q9VRU2
FBgn0061515	Q9VUB8
FBgn0062411	Q9VA22
FBgn0062412	Q9VHS6
FBgn0062413	M9NE97
FBgn0062440	Q7JX57
FBgn0062442	Q9VAM6
FBgn0062449	Q8SX38
FBgn0062517	Q9VZZ8
FBgn0062565	Q8IRZ5
FBgn0062978	F9VMG5
FBgn0063261	Q7JQ02
FBgn0063368	Q4V4C8
FBgn0063485	Q8I7C3
FBgn0063491	Q7K8X7
FBgn0063492	A1ZB73
FBgn0063493	A1ZB72
FBgn0063494	A1ZB71
FBgn0063495	A1ZB70
FBgn0063496	A1ZB69
FBgn0063497	A1ZB68
FBgn0063498	Q7JYZ9
FBgn0063499	Q4V6J1
FBgn0063649	A2RVG5
FBgn0063667	Q8SXQ8
FBgn0063670	Q8MQI6
FBgn0063923	O97042
FBgn0064115	Q86BL4
FBgn0064116	Q9VRG6
FBgn0064117	Q0KHQ1
FBgn0064119	E1JIQ7
FBgn0064126	Q6NL44
FBgn0064225	Q9W5R8
FBgn0064227	Q7KV62
FBgn0064237	Q8T0R7
FBgn0064766	Q9XZ12
FBgn0064912	B7Z0N9
FBgn0065032	Q9VX82
FBgn0065035	Q7KUZ2
FBgn0065108	Q86LG7
FBgn0065109	Q9VL84
FBgn0065110	Q86LH1
FBgn0066084	Q962S2
FBgn0066101	A8JRD0
FBgn0066114	O97422
FBgn0066292	A1Z6S2
FBgn0066293	A1Z6S1
FBgn0066303	Q8SXX5
FBgn0066304	Q2MGL3
FBgn0066365	Q9VZE0
FBgn0067052	Q8IRK9
FBgn0067102	Q9W297
FBgn0067311	Q7KT14
FBgn0067312	Q7KT13
FBgn0067317	B9A0M5
FBgn0067622	Q76NP9
FBgn0067628	Q8INF2
FBgn0067629	Q9VFF2
FBgn0067779	Q9V474
FBgn0067782	Q7KSA5
FBgn0067783	Q9VDL7
FBgn0067861	Q9W5W4
FBgn0067864	Q9NB04
FBgn0067903	P82701
FBgn0067905	P83869
FBgn0069056	Q7KVM8
FBgn0069242	Q9I7K5
FBgn0069354	Q9VKP2
FBgn0069913	Q9W144
FBgn0069923	Q8SY69
FBgn0069938	Q5LJU1
FBgn0069969	A8Y4V5
FBgn0069973	Q6NNV7
FBgn0082582	A0A0B4K6N4
FBgn0082585	Q961J0
FBgn0082598	Q9VS59
FBgn0082831	A0A0B4K6G3
FBgn0083068	A0A0S0WJP9
FBgn0083141	Q9VLZ8
FBgn0083167	Q9W2U8
FBgn0083228	Q9VWX8
FBgn0083936	Q45WI1
FBgn0083938	Q3HKQ0
FBgn0083940	Q0KHU4
FBgn0083941	Q9W1K2
FBgn0083942	Q6IHA3
FBgn0083943	Q0KI89
FBgn0083945	Q0IGY6
FBgn0083946	Q4V516
FBgn0083949	Q0KIB0
FBgn0083950	Q0KI85
FBgn0083951	Q0E906
FBgn0083952	Q0E8D0
FBgn0083953	Q0KI97
FBgn0083956	X2JG15
FBgn0083960	Q0E8T7
FBgn0083961	Q0E8T6
FBgn0083962	M9PEM2
FBgn0083963	Q9VIC6
FBgn0083965	Q9VBG5
FBgn0083966	Q0KI07
FBgn0083967	Q0KI28
FBgn0083968	Q0E8V7
FBgn0083969	Q8IMK1
FBgn0083970	Q0E8L1
FBgn0083971	A0A0B4KGH8
FBgn0083972	Q6IH25
FBgn0083973	Q0E8M3
FBgn0083974	A1A701
FBgn0083975	A0A6H2EDS1
FBgn0083976	Q0E8K6
FBgn0083977	D0Z740
FBgn0083978	Q8IQI9
FBgn0083979	A8JUR3
FBgn0083981	M9PI08
FBgn0083983	Q0E959
FBgn0083984	A4V381
FBgn0083985	Q0KI27
FBgn0083986	Q0KI15
FBgn0083991	Q0KHY5
FBgn0083992	Q9NGL1
FBgn0084001	M9PDY1
FBgn0085188	Q9VL29
FBgn0085190	A1A6Q5
FBgn0085191	A8DYZ4
FBgn0085192	A1A6N4
FBgn0085193	Q6IHN1
FBgn0085194	Q6IHH7
FBgn0085195	Q8MYT4
